geo,name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
sau,Saudi Arabia,537360,553813,565991,578068,591835,608304,626579,645780,666162,688602,714698,746183,776276,806213,837180,870426,906269,940233,975194,1015029,1063331,1111363,1166101,1227390,1293618,1364172,1434388,1500878,1569959,1651731,1753332,1849386,1965522,2091688,2212081,2316667,2449349,2545368,2612360,2660958,2695119,2716977,2738171,2752311,2752769,2742122,2752784,2738819,2714417,2697514,2695655,2650830,2646599,2669839,2702922,2736025,2779564,2816234,2848796,2882736,2919907,2945306,2966758,2980782,2985344,2983789,3006517,3011872,3006908,2996240,2978337,2935308,2904273,2877968,2847638,2807897,2767944,2721355,2670144,2619896,2574785,2534750,2501064,2473465,2450104,2429859,2419491,2410959,2404306,2400114,2399045,2406942,2413547,2419262,2424369,2429142,2437205,2442502,2444886,2443653,2438187,2431188,2419603,2404058,2385589,2364680,2339692,2316631,2294490,2271785,2247332,2223420,2200305,2177833,2156385,2136221,2119193,2104153,2091014,2079703,2070207,2064848,2060906,2058071,2055824,2053782,2055141,2055069,2053714,2051411,2048381,2045723,2042432,2038212,2032419,2024428,2015700,2005866,1994844,1982658,1969118,1955324,1942484,1930028,1917259,1903575,1892242,1881543,1871418,1862293,1854836
sdn,Sudan,1030239,1067036,1099471,1129868,1160653,1194780,1235422,1272502,1308747,1347004,1390108,1439642,1488016,1537048,1588515,1644562,1708923,1770187,1830616,1892903,1960054,2035217,2106228,2176279,2249316,2329349,2415987,2500547,2584395,2667890,2751919,2842541,2924833,3001090,3073597,3144992,3219706,3285802,3351694,3430619,3533683,3646445,3780188,3925146,4062393,4177607,4325171,4431922,4510043,4582673,4669643,4764112,4865206,4970734,5071630,5162369,5265818,5348416,5417386,5484095,5557947,5625567,5691540,5758658,5829274,5906918,5990678,6073581,6158110,6246042,6339078,6439797,6535680,6629403,6724786,6825468,6936122,7045155,7152933,7258649,7362636,7476426,7577633,7669673,7757328,7844630,7934479,8019892,8101774,8180051,8255182,8334127,8406755,8474561,8539703,8604158,8674231,8740680,8804476,8866364,8927439,8996441,9060040,9120372,9180567,9243321,9314471,9385921,9456858,9525088,9589639,9664819,9727802,9781830,9831879,9881826,9935515,9987680,10037972,10084586,10126586,10174721,10215549,10250100,10280230,10307491,10340163,10367592,10390604,10409876,10426161,10447901,10465352,10479089,10489746,10498042,10512493,10522891,10529997,10534733,10537995,10547583,10554170,10558173,10559953,10559939,10566482,10569163,10568391,10564860,10559534
sen,Senegal,427813,448198,471095,491865,510084,527758,553410,568540,578185,587606,601279,615870,632236,650882,670727,691488,716380,736478,753879,772020,794407,825268,851800,875857,899163,924277,961746,990862,1015702,1041429,1072846,1109543,1144224,1177878,1210361,1242658,1279819,1305782,1325139,1344286,1368367,1393791,1423173,1455386,1486914,1515577,1553665,1583193,1607076,1630513,1658629,1695459,1728473,1761301,1798315,1843683,1897845,1956216,2018303,2082192,2147173,2221122,2285858,2343304,2395731,2445327,2491260,2527102,2556654,2584884,2615341,2638344,2671855,2712722,2755418,2796029,2842508,2884088,2922288,2960833,3002655,3049130,3095365,3142008,3189026,3236739,3287956,3337791,3386313,3433443,3479302,3527373,3571288,3612078,3651194,3689774,3728356,3766611,3804205,3840250,3874222,3909803,3942236,3972361,4001730,4031537,4063180,4095560,4128111,4159581,4189277,4222797,4251973,4278067,4303250,4329175,4357017,4385649,4414393,4441652,4466466,4494548,4517763,4537363,4555608,4574147,4593798,4614254,4634679,4653256,4668843,4687444,4700958,4710436,4717809,4724484,4732185,4739389,4745863,4750810,4753765,4759219,4762282,4763317,4762989,4761775,4763345,4763679,4762740,4760450,4757114
sgp,Singapore,164501,175838,188639,202411,217778,234855,253222,270266,284904,295736,301994,308827,307859,301033,291501,281826,267560,256221,247727,241163,235320,227666,225503,226261,226455,223802,225312,218745,207531,197650,193577,187841,190525,199370,209119,215656,222740,225347,224689,224549,228261,232565,239411,248134,255897,260079,260989,258395,252678,245278,237083,224144,215944,211883,210628,210882,205432,205169,208040,211393,212562,210773,209823,210336,213189,217315,213284,221403,236097,249963,258176,270580,272484,267084,260472,256555,247367,244612,246343,248262,247342,246151,243310,238972,234425,230383,225899,222411,219780,217521,215247,212925,211516,210791,210543,210523,210812,211739,213112,214652,216050,217499,219045,220548,221834,222668,222861,223199,223524,223604,223144,221775,220900,220244,219488,218303,216514,215281,214388,213572,212510,211193,210433,210023,209747,209372,208908,209051,209583,210216,210627,210981,211690,212558,213352,213823,213979,214443,215050,215580,215740,215347,215446,215802,216088,215923,215295,215114,215103,214987,214540
slb,Solomon Islands,14202,14153,14436,14886,15457,16101,16866,17553,18187,18806,19466,20194,20911,21646,22389,23114,23716,24389,25163,26173,27574,29589,31842,34236,36539,38548,40609,42048,43004,43769,44577,45129,45857,46743,47663,48497,49183,50053,51024,52052,53137,54623,55827,56857,57863,58977,60253,61377,62451,63568,64805,66214,67761,69380,70924,72321,74113,75422,76491,77771,79634,81699,84437,87617,90771,93586,96859,99159,100720,101949,103156,104026,104898,105829,106790,107767,108557,109765,111252,112871,114499,116527,118375,120103,121840,123696,125823,127851,129806,131668,133442,135303,136936,138406,139795,141170,142495,143863,145258,146639,147989,149444,150863,152232,153526,154753,156139,157299,158303,159263,160251,161287,162378,163493,164556,165523,166629,167538,168297,169007,169743,170538,171347,172148,172889,173550,174343,174973,175464,175849,176176,176580,176856,177030,177137,177213,177358,177490,177591,177622,177572,177681,177635,177465,177229,176974,176837,176663,176470,176240,175947
sle,Sierra Leone,326865,330390,330134,329003,329095,332152,338995,344405,349310,354819,362350,374840,384023,391416,398817,408144,421631,431700,440055,448553,459144,473164,485048,496008,507145,519756,535832,548922,560563,572644,587012,604545,620119,635186,651635,671518,697055,720648,741233,755545,760355,767862,767612,761669,754918,753374,755186,753355,753507,762958,788650,816501,850398,889037,926543,956871,989622,1014154,1031010,1043249,1054666,1071346,1081577,1088091,1094228,1102635,1110513,1121384,1134401,1147311,1158651,1172729,1181771,1187262,1191870,1197731,1204282,1210522,1216767,1222783,1228644,1235895,1241622,1246229,1250302,1254436,1260108,1263914,1266507,1268688,1271200,1274847,1277772,1280115,1281817,1282994,1285680,1286160,1285082,1283361,1281784,1281066,1279741,1277982,1275805,1273349,1272294,1270013,1266830,1263217,1259611,1257438,1254315,1250487,1246130,1241493,1238227,1233693,1228249,1222334,1216342,1211409,1205851,1199854,1193566,1187178,1182037,1176264,1170033,1163545,1157027,1151814,1145899,1139515,1132941,1126444,1121072,1115297,1109218,1102884,1096393,1090953,1084763,1078052,1071123,1064275,1058064,1051695,1045327,1038995,1032624
slv,El Salvador,364752,377387,393562,410229,426271,442047,461062,474869,486031,497436,511465,524726,539862,556366,572637,587873,606106,619495,629595,639091,650208,663256,676301,689316,701728,713388,728233,740486,750139,757034,761191,765475,765012,761392,756969,753471,746000,742488,742183,744058,747548,752723,759835,767556,773998,777619,782452,781407,775386,765528,752599,734098,713135,691281,670863,653223,630490,618547,613806,611002,606673,609094,604675,595795,587168,582374,578844,577369,577579,577564,576216,575529,571872,565980,559302,552861,544850,537455,530485,523365,515716,507635,499641,491669,483844,476312,469444,462584,455817,449264,443073,437756,432436,427157,421950,416905,412597,408026,403281,398471,393705,389244,384669,379987,375192,370306,365597,360796,355890,350888,345814,340970,336071,331109,326110,321102,316453,311804,307147,302488,297868,293734,289573,285391,281214,277081,273497,269881,266215,262481,258696,255410,251941,248321,244610,240875,237426,233954,230448,226869,223207,219813,216363,212837,209227,205543,202166,198749,195258,191679,188041
som,Somalia,388870,404377,413867,420573,426791,434830,445650,454592,462821,471420,481588,494847,505775,515653,526055,538633,556091,572925,588723,601221,609196,616386,611651,607032,623635,682800,753536,846275,951813,1042742,1089685,1132875,1154495,1155615,1151656,1160339,1190334,1227708,1270822,1310820,1339292,1369950,1382368,1386179,1400068,1442873,1493798,1556596,1630624,1706916,1777544,1850264,1902306,1939748,1973814,2013800,2057311,2107786,2163094,2217124,2266662,2326521,2369874,2403782,2440156,2488333,2539176,2601316,2673108,2749175,2826505,2915062,2993930,3066434,3138577,3215573,3299171,3378490,3455170,3529688,3603319,3680798,3750006,3813404,3874157,3935258,3998520,4057354,4113630,4169180,4226054,4287664,4346037,4403009,4460923,4522217,4591564,4658285,4723583,4788544,4854835,4930422,4998084,5060257,5119891,5179910,5245547,5304437,5358469,5409352,5458993,5512747,5560292,5603393,5644092,5684437,5729839,5771187,5809589,5846051,5881923,5925140,5962459,5995984,6028629,6063055,6105093,6145157,6183415,6219220,6252768,6295144,6327681,6353049,6375067,6396942,6422879,6445557,6465494,6482414,6496583,6515696,6528584,6536499,6541175,6544136,6551791,6554687,6553436,6548615,6541401
srb,Serbia,747122,812124,843514,855794,851633,836323,812031,784029,756127,731619,710818,676368,665582,670070,678193,681775,699309,702324,695779,689541,690926,694681,702675,714598,727273,738733,751542,762158,770341,776166,779578,782138,780278,775245,768988,762796,753034,746860,742789,738313,731948,727588,717542,702876,685762,667418,648254,633310,621479,610478,598343,583708,570788,558442,546601,536006,529277,520038,509685,499311,489480,477377,465274,453840,443994,436166,426291,422422,422179,421905,419057,419470,414085,404718,394883,387086,378057,371961,368160,364898,361023,357928,354354,350340,346386,342850,340163,337105,333851,330507,327206,324071,320687,317173,313647,310213,306720,303340,300041,296738,293403,290348,287057,283612,280177,276897,273945,271001,268084,265174,262296,259863,257186,254365,251546,248861,246509,244113,241712,239332,237018,235077,233018,230868,228648,226400,224516,222326,219921,217435,214987,212745,210447,208122,205767,203404,201363,199195,196931,194630,192362,190507,188515,186425,184289,182170,180490,178635,176660,174618,172574
ssd,South Sudan,434439,432687,424352,417259,415761,421516,426996,438668,454038,470549,487081,511139,526052,535105,543689,556416,571590,586411,601792,617492,633996,653533,668889,682015,695693,712564,732342,750090,767659,787069,810532,838812,863793,886275,906553,924034,947898,972709,993909,1003707,996827,995270,972005,938643,916628,927267,941086,968888,1011022,1059004,1104315,1145360,1175841,1201267,1232917,1280804,1335359,1400483,1471204,1535793,1583166,1638493,1679888,1705975,1718034,1717444,1718480,1712106,1702482,1697855,1707392,1720407,1739885,1766046,1795278,1823750,1852261,1874159,1891518,1908104,1927292,1947863,1968215,1988599,2008423,2027524,2048858,2066679,2082043,2096616,2111882,2129345,2145302,2160237,2174356,2188130,2204687,2218158,2229496,2239950,2250690,2263740,2275004,2285075,2294438,2303708,2315650,2325420,2333647,2341069,2348450,2358548,2366546,2372949,2378207,2382875,2390057,2394488,2396983,2398556,2400119,2403665,2406152,2407759,2408446,2408387,2410961,2410990,2409119,2406237,2403138,2402068,2399570,2395965,2391411,2386188,2382986,2377859,2371433,2364614,2358165,2353492,2348705,2343755,2338353,2332282,2328841,2322933,2314665,2304817,2294696
stp,Sao Tome and Principe,9758,9607,9429,9303,9296,9454,9476,9615,9846,10102,10322,10695,10942,11151,11456,11966,12474,13100,13798,14459,14999,15591,15865,15951,16091,16469,16854,17519,18317,18973,19344,20184,20142,19530,18885,18648,18281,18448,19071,19835,20388,20486,20919,21487,22007,22337,22784,22922,22834,22781,23065,23855,24660,25544,26458,27346,28144,28739,29162,29486,29765,29925,30189,30516,30828,31045,31175,31301,31419,31556,31754,31995,32274,32602,32988,33449,34018,34588,35154,35726,36304,36975,37548,38049,38517,38985,39443,39870,40283,40681,41072,41453,41839,42223,42604,42968,43371,43730,44056,44371,44690,45041,45376,45695,45995,46275,46591,46855,47084,47301,47524,47769,48019,48274,48519,48756,49040,49285,49502,49699,49893,50124,50323,50496,50643,50770,50926,51039,51118,51181,51232,51309,51377,51433,51473,51489,51554,51570,51553,51517,51481,51481,51470,51442,51395,51329,51311,51245,51138,50999,50847
sur,Suriname,37000,39462,41080,42533,44179,46201,48410,50924,53536,55980,58046,60008,61305,62039,62511,63036,63958,64448,64469,63891,62676,61827,60559,59039,57401,55584,51791,49022,47043,45706,44852,43643,43935,45221,46841,48414,50952,52050,52201,52182,52557,52502,52906,53648,54318,54582,54439,54294,54077,53843,53650,53602,53531,53460,53380,53281,53171,52952,52679,52454,52358,52273,52384,52618,52837,52926,53122,53044,52772,52451,52186,51858,51644,51510,51369,51165,51035,50820,50535,50232,49942,49719,49473,49210,48932,48640,48412,48140,47837,47519,47206,46946,46668,46381,46081,45776,45531,45246,44938,44622,44311,44050,43777,43492,43190,42883,42619,42312,41977,41634,41304,41009,40718,40431,40131,39818,39567,39263,38930,38589,38261,37977,37693,37407,37107,36804,36554,36263,35942,35613,35299,35027,34752,34477,34193,33902,33669,33395,33097,32790,32495,32240,31975,31705,31430,31154,30926,30678,30407,30136,29873
svk,Slovak Republic,372570,394506,420234,442453,457915,466653,478348,478794,472396,463736,455781,440721,433010,430231,427345,420725,415811,407031,396214,388034,386167,388101,396896,410721,425748,439540,459566,472541,479849,483591,485118,483270,477729,469839,461172,452676,438295,430345,426285,422403,416053,411792,403547,391992,378688,364809,350884,334306,316776,300431,286865,271926,263410,259839,258906,259078,263919,268564,272780,276565,280029,286100,287441,285907,283999,283337,279218,279229,281740,283881,283691,284075,281468,276615,271280,266609,260874,256615,253452,250432,246921,243830,240478,236984,233774,231139,229123,227659,226696,226061,225660,226043,226377,226676,226973,227290,227924,228227,228273,228117,227782,227187,226496,225661,224619,223290,221704,220084,218382,216547,214529,212510,210511,208509,206518,204545,202775,201180,199740,198442,197264,196434,195773,195241,194784,194355,194278,194120,193886,193587,193234,192985,192676,192289,191778,191092,190375,189596,188726,187737,186578,185443,184321,183165,181926,180562,179410,178277,177151,176044,174978
svn,Slovenia,149000,152905,153672,153602,152927,151743,148508,146093,144238,142764,141332,139049,138464,138695,138801,138361,140055,139082,136642,134537,133943,132298,133099,135683,138709,141253,144339,146574,147951,148803,149414,149780,148906,147202,145000,142295,137552,133988,130906,127375,122853,119016,114049,108497,103371,99311,94936,92511,91513,90921,90018,89927,88877,87419,86718,87612,88723,91920,96465,100908,104205,108591,110444,110357,109483,108667,106944,105452,104193,102882,101272,98858,97159,95859,94616,93169,92070,90660,89075,87619,86497,85586,85063,84881,84900,85034,85544,86113,86715,87352,88014,88912,89666,90292,90788,91145,91405,91538,91540,91387,91035,90439,89822,89153,88413,87566,86586,85733,84960,84229,83497,82862,82356,81948,81602,81290,81203,81146,81120,81137,81199,81410,81684,81995,82285,82495,82775,82982,83103,83132,83061,82926,82783,82608,82362,82007,81595,81232,80866,80465,79982,79552,79163,78794,78423,78023,77757,77556,77402,77273,77160
swe,Sweden,617943,600306,577621,559106,546420,536540,515391,509560,512294,517784,522439,536542,544176,547227,550032,555823,564333,571507,577726,581752,582466,580158,575977,569715,561378,551131,538259,524673,511151,498744,487696,473753,466283,464111,466332,472703,484916,500322,517767,535727,553121,575604,591682,601259,602643,594427,580127,551958,516374,484365,463549,431680,430039,449015,472932,491223,524772,541734,546678,549124,555834,562002,568056,575297,582351,587377,582351,584816,591217,597669,601450,606702,609689,610514,610107,608961,607558,604564,600655,596431,592211,585978,582355,580680,579998,579494,579539,581135,583768,586954,590271,595002,599261,603146,606770,610087,613178,616115,618785,620994,622481,622879,623829,624962,625763,625688,624908,624404,623936,623326,622292,620862,620136,619866,619723,619334,619033,619437,620279,621273,622104,623392,625249,627386,629462,631127,633237,635519,637763,639709,641029,642333,643827,645278,646373,646732,646705,647087,647638,647983,647612,647168,647324,647632,647675,647115,647122,647539,648196,648939,649521
swz,Eswatini,48672,50684,52164,53343,54407,55574,57062,58330,59503,60690,61998,63594,65077,66589,68305,70397,72753,75109,77560,80222,83234,86932,90617,94323,98040,101835,106137,109677,112812,116121,120060,124094,128758,133705,138225,141861,145639,147156,147097,146650,146659,145928,146804,148642,150209,150718,152781,152610,150783,148429,146358,144930,143952,143453,143363,143848,146087,148148,149924,151178,151903,153770,152686,149818,146880,145167,142310,141674,142565,143544,143677,144707,143792,141574,139352,138103,136770,136427,136950,137852,138885,140365,141529,142475,143436,144574,145905,147070,148109,148977,149653,150148,150436,150527,150441,150163,149565,148981,148386,147764,147075,146269,145637,145117,144643,144158,143840,143531,143228,142939,142664,142540,142382,142202,142000,141778,141580,141390,141191,140938,140586,140190,139746,139255,138739,138192,137549,137018,136560,136100,135569,135035,134507,133978,133465,132964,132450,132045,131710,131387,131029,130693,130366,130041,129715,129374,128988,128659,128362,128052,127672
syc,Seychelles,4461,4802,5273,5670,5942,6152,6630,6784,6773,6756,6836,6717,6820,7065,7327,7531,7912,8098,8157,8190,8270,8322,8368,8404,8429,8461,8609,8682,8707,8703,8684,8702,8703,8669,8595,8499,8595,8536,8397,8275,8235,8058,8009,8040,8060,7999,7927,7758,7545,7377,7327,7205,7292,7521,7749,7845,7969,7941,7779,7592,7515,7718,7816,7880,7947,8013,8003,8016,8036,8026,7967,7887,7768,7616,7465,7335,7187,7097,7043,7007,6966,6975,6958,6925,6890,6879,6889,6896,6900,6899,6893,6898,6889,6867,6835,6798,6760,6715,6661,6605,6540,6473,6404,6330,6253,6181,6115,6054,6000,5949,5900,5867,5826,5780,5735,5695,5667,5634,5599,5563,5525,5497,5461,5424,5380,5337,5299,5252,5203,5150,5099,5049,4999,4948,4899,4847,4803,4755,4705,4653,4602,4564,4525,4481,4439,4398,4369,4331,4294,4253,4212
syr,Syria,545959,589515,643933,694548,736883,772812,820353,846311,860605,873446,892382,903593,927866,962266,999277,1033746,1073002,1106701,1137226,1170214,1209993,1256248,1307021,1361580,1417478,1473479,1537513,1595255,1648811,1701757,1757101,1812206,1865382,1916206,1963030,2004855,2045198,2078833,2106438,2128303,2144859,2154886,2157542,2158072,2165533,2185907,2205511,2254832,2321614,2385195,2432026,2499911,2520180,2515910,2528803,2589298,2638577,2758031,2905491,2992992,2942763,2878088,2712131,2472277,2234178,2067417,1913966,1823109,1796729,1826327,1919096,2061913,2175493,2276738,2368779,2433749,2419368,2422756,2426613,2413301,2375361,2339062,2307495,2276425,2248499,2226968,2231701,2236591,2243489,2253061,2266204,2293366,2312508,2326578,2338587,2350836,2362295,2372354,2380388,2384334,2382571,2376718,2366353,2351631,2333321,2311685,2285964,2260515,2234880,2208414,2180610,2153661,2127812,2103048,2079810,2058504,2042153,2028002,2015783,2005089,1995852,1992842,1988569,1983566,1978503,1973970,1972003,1968464,1963704,1957854,1950980,1943402,1934739,1924968,1913958,1901517,1887937,1873948,1859367,1844054,1827889,1812273,1796860,1781544,1766188,1750613,1737867,1725305,1712955,1701128,1690473
tcd,Chad,375827,392248,413166,432420,448432,462312,483283,493648,498171,501906,508996,515315,524699,536873,549718,562031,577519,589472,599814,612109,629452,651389,675235,700662,725806,749458,777782,799878,818018,835983,857456,881125,903706,927312,954062,986302,1021635,1057520,1095016,1134619,1176812,1223340,1268092,1312540,1358725,1409077,1465188,1518078,1570501,1626070,1688335,1756715,1824396,1891823,1957936,2022016,2091330,2152805,2209043,2264530,2324090,2390417,2452822,2513268,2572960,2633013,2697085,2757173,2814746,2871727,2930435,2995318,3055271,3112124,3167889,3224763,3286868,3342880,3395003,3445747,3497733,3554171,3605597,3653718,3700147,3746797,3798094,3842906,3883536,3922806,3963488,4008799,4050083,4088621,4125362,4161761,4204093,4238872,4268651,4296734,4326193,4360515,4391118,4419354,4446238,4473204,4506563,4534072,4557530,4579114,4601035,4629067,4651583,4670358,4687242,4704205,4726925,4744805,4759313,4771972,4784453,4802962,4816477,4826484,4834639,4842668,4856675,4866159,4872279,4876108,4878951,4887645,4890655,4889626,4886553,4883319,4884921,4883288,4879252,4873418,4866664,4865441,4859712,4850747,4840115,4829352,4823528,4814681,4803780,4791569,4778836
tgo,Togo,235154,243120,247415,249326,250616,253152,258344,263016,267730,272543,277317,282951,286508,289904,296285,308870,323765,340505,358853,376821,392210,409058,423377,435298,445806,456271,469454,480061,489818,501365,517381,535369,553496,572045,590194,607144,625877,641275,653615,663330,671217,681808,688264,693264,700765,714031,726957,745755,768985,793694,817748,848605,875129,898571,921418,946040,974050,999177,1022384,1044189,1065211,1085341,1102655,1118068,1132623,1147140,1160417,1174306,1188874,1204089,1220060,1237982,1255942,1274149,1292972,1312877,1336031,1357751,1378597,1399224,1420316,1443610,1465000,1485087,1504481,1523782,1544047,1562955,1580824,1597904,1614497,1632008,1648084,1663083,1677436,1691572,1706947,1721251,1734818,1748043,1761335,1776409,1790623,1804187,1817266,1830133,1845070,1858321,1870345,1881731,1893030,1905817,1917481,1928252,1938294,1947832,1958734,1968168,1976401,1983737,1990483,1998374,2004831,2010139,2014611,2018561,2023577,2027512,2030596,2033118,2035360,2038991,2041912,2044123,2045495,2046042,2048212,2048347,2047015,2045074,2043194,2042075,2040946,2039686,2037891,2035243,2034105,2031186,2026548,2020806,2014904
tha,Thailand,3404702,3559565,3673683,3774510,3879825,4004371,4141319,4290011,4448643,4612049,4776774,4956752,5118768,5268867,5418945,5578390,5744746,5909732,6067513,6205222,6316430,6427356,6471863,6467397,6440897,6411787,6343794,6294901,6258608,6217333,6156819,6080675,5997786,5908437,5819366,5736081,5663216,5586318,5506760,5427492,5352949,5309475,5266313,5223680,5177403,5125275,5080290,5003817,4904622,4797490,4694024,4581986,4481792,4392848,4312094,4238457,4182899,4139853,4103999,4069343,4034323,4038787,4007509,3953897,3895704,3844929,3784092,3734624,3692342,3647917,3596052,3548832,3493707,3433417,3373905,3318663,3262548,3215832,3176129,3138992,3101431,3071242,3039969,3007976,2976902,2947856,2924841,2901902,2878940,2855163,2830081,2808329,2784184,2758341,2731933,2705555,2679592,2656238,2634469,2612633,2589431,2568835,2547868,2526412,2504651,2482523,2462810,2443389,2424106,2404792,2385277,2367871,2351597,2335980,2320339,2304034,2290341,2276617,2262652,2248410,2233785,2221424,2209619,2197904,2185618,2172173,2161305,2149891,2137715,2124715,2110808,2099252,2087764,2075970,2063520,2050154,2039013,2027940,2016828,2005387,1993075,1983032,1973270,1963345,1952841,1941370,1932364,1923587,1914706,1905308,1895029
tjk,Tajikistan,172023,197584,226238,252848,275813,296454,325913,345273,358959,371621,386976,399129,415671,435146,453802,468951,483903,493783,500014,505685,513042,519404,529674,542798,556280,568398,582755,593780,603432,615618,633438,654631,681630,713336,747549,782773,825012,863819,897420,922972,938710,957707,959244,948557,934118,922681,903548,895098,894708,895637,892437,886613,875654,862533,854316,856773,868025,888165,915880,948760,987283,1048399,1099494,1143835,1185238,1226532,1269761,1303516,1329183,1346840,1356750,1356675,1350240,1339635,1328117,1317599,1298445,1291830,1294918,1303864,1315901,1336566,1360387,1386526,1415110,1446631,1489263,1525788,1557448,1585304,1610517,1636286,1654107,1665570,1672008,1674331,1669331,1663382,1657017,1651057,1645856,1637492,1636528,1640849,1647834,1655724,1670596,1683734,1695608,1707620,1721040,1739658,1754964,1767446,1776963,1783643,1790128,1791105,1787951,1782501,1775985,1765507,1757161,1750225,1743466,1736005,1729206,1723184,1717638,1712690,1708523,1707798,1706243,1704109,1701697,1699388,1699743,1698112,1694865,1690298,1684737,1679907,1673205,1664970,1655544,1645309,1635037,1624680,1614478,1604346,1593700
tkm,Turkmenistan,141781,158475,173028,187118,201235,216371,233820,248572,261630,274150,287097,298898,311694,324594,335839,344187,352093,355388,355593,355688,358137,360016,366338,376233,387348,397466,407932,418491,428588,438154,447384,458828,467575,475140,484035,496150,508971,526046,545495,564209,580457,600322,610905,613341,608832,598175,582322,558987,531978,507379,489647,468104,466323,478008,492395,502118,522462,527482,523624,523483,536023,547968,577795,618251,655045,678765,709259,712345,696178,675611,661065,633222,621733,621947,623523,619177,616888,609976,599436,589580,583408,580322,579394,580650,583095,586310,593100,598923,604013,608824,613758,620315,625044,628272,630189,630960,630906,629349,626517,622642,617857,611645,605553,599480,593302,586932,580681,574895,569527,564647,560360,557577,555084,552892,551016,549544,549733,549274,548425,547503,546790,546681,546236,545478,544287,542610,540920,538417,535276,531756,528036,523875,519840,515859,511794,507553,503487,499371,495243,491216,487393,484210,481140,478197,475399,472792,471034,469129,467147,465209,463473
tls,Timor-Leste,74801,74226,71079,68058,66334,66190,65014,66283,68934,71902,74570,79026,81404,82321,82952,84242,85853,87089,88276,89636,91421,93661,96270,98632,99457,97786,96813,91990,85108,79370,77365,75279,78324,85098,92684,99008,107924,112333,113792,115180,118663,122072,127728,134684,140730,144351,149625,151357,150849,150554,152243,152212,155057,159679,163927,166332,169623,169326,166554,163288,160956,157230,155244,154874,155673,157347,159872,164085,169180,174072,178084,184166,186513,186334,185561,185601,184300,184620,186079,187494,188039,188616,188408,187523,186441,185494,184654,183757,182880,182024,181225,180667,180123,179626,179260,179102,179391,179701,180010,180258,180434,181038,181096,180751,180204,179620,179005,178249,177362,176322,175119,173913,172544,171040,169457,167848,166388,164873,163328,161799,160330,159183,157998,156796,155604,154473,153725,152824,151825,150806,149840,149144,148331,147426,146440,145399,144539,143462,142228,140912,139585,138344,137047,135712,134333,132918,131682,130341,128934,127528,126211
ton,Tonga,9451,9696,9917,10126,10307,10437,10707,10892,11048,11281,11723,12359,13000,13642,14226,14684,15212,15475,15507,15363,15077,14654,14144,13614,13163,12860,12556,12560,12772,13041,13270,13943,14291,14386,14353,14340,14521,14343,13976,13620,13411,13021,13006,13229,13456,13571,13990,13967,13677,13385,13278,12968,12993,13257,13561,13755,13941,14033,14017,13921,13750,13539,13280,12995,12734,12581,12532,12427,12317,12240,12201,12110,12085,12105,12144,12183,12289,12360,12403,12444,12504,12609,12687,12749,12797,12840,12899,12926,12932,12923,12907,12899,12874,12834,12785,12729,12687,12622,12542,12458,12377,12314,12240,12160,12083,12019,11986,11950,11912,11876,11840,11845,11823,11778,11729,11682,11659,11618,11558,11492,11416,11358,11272,11169,11054,10936,10835,10718,10594,10461,10331,10225,10107,9982,9853,9735,9648,9546,9439,9330,9227,9157,9069,8969,8866,8769,8697,8608,8508,8401,8293
tto,Trinidad and Tobago,106992,109061,111626,115414,119916,124427,128347,131798,134513,136701,138676,141702,144629,146928,147657,146276,144784,139545,132223,125481,121077,113461,112078,114995,118915,121613,127170,129412,129487,129913,132478,135643,140839,147000,151780,153706,156604,153931,147339,139698,133078,123618,117300,113343,109948,105826,102173,98400,94608,91505,89616,89026,89037,89594,90428,91461,93818,95212,95951,96463,97088,97593,97782,97713,97322,96553,95181,93689,92061,90290,88366,86141,84109,82218,80432,78726,77251,75939,74774,73766,72935,72571,72191,71831,71523,71320,71431,71422,71329,71170,70973,70819,70527,70118,69606,69007,68299,67546,66752,65916,65037,64101,63214,62360,61534,60731,60021,59350,58719,58136,57610,57257,56905,56557,56218,55909,55736,55505,55235,54950,54673,54428,54157,53858,53525,53149,52764,52319,51838,51342,50849,50324,49844,49385,48929,48463,48063,47645,47215,46791,46385,46071,45750,45424,45099,44788,44567,44321,44062,43797,43529
